date,prec,tmin,tmax,tmean,dewmean,sst
2016-04-24,2.0163,15.8831,26.2623,20.3133,16.2181,19.4804
2016-04-25,1.8536,15.6972,26.7896,20.5405,15.9997,19.7023
2016-04-26,4.2667,15.484,26.3824,20.265,16.1242,19.6462
2016-04-27,15.3556,14.411,24.3701,18.9813,15.4247,19.6667
2016-04-28,6.2956,12.7689,21.8561,16.7662,12.236,19.6872
2016-04-29,0.5546,12.5066,23.801,17.4616,12.5649,19.7525
2016-04-30,1.1073,14.0543,22.779,18.0081,13.8262,19.7605
2016-05-01,1.4463,13.6054,23.9249,18.3503,13.9557,19.9728
2016-05-02,1.0543,13.6867,24.8324,18.8486,14.4039,20.0238
2016-05-03,1.1848,13.978,25.3486,19.4817,14.959,20.3116
2016-05-04,3.9378,14.5303,24.5594,19.1274,15.038,19.7287
2016-05-05,3.0999,14.2033,25.1912,19.2805,15.1629,19.6424
2016-05-06,2.2016,14.8713,26.0492,19.8729,15.6268,19.3019
2016-05-07,3.5552,15.0618,25.3873,19.7349,15.8417,19.1899
2016-05-08,5.3402,15.2168,25.2246,19.6735,15.6926,19.1858
2016-05-09,5.0195,15.3253,24.2407,19.1431,15.4161,19.5626
2016-05-10,2.8813,14.7291,25.4387,19.5134,15.4318,19.7682
2016-05-11,4.5993,15.7883,25.3603,20.1913,16.1438,20.069
2016-05-12,7.7803,15.3325,23.6569,19.187,15.6826,20.0113
2016-05-13,6.4843,15.3889,24.0456,19.117,15.9911,19.6595
2016-05-14,7.9779,15.339,23.3693,18.9984,15.9036,19.6658
2016-05-15,3.7942,14.9372,24.5604,19.2603,15.6587,19.8584
2016-05-16,3.3138,15.1724,24.9107,19.5717,15.4813,19.4306
2016-05-17,4.9712,15.2954,24.8158,19.5825,15.2647,19.4326
2016-05-18,4.3573,15.131,24.4481,19.341,15.0653,19.0228
2016-05-19,4.1287,14.6145,23.3731,18.8023,14.4494,18.9039
2016-05-20,5.3002,15.0737,24.0312,18.9237,14.6773,18.9006
2016-05-21,5.5506,15.0694,24.1323,19.1168,14.9073,18.8663
2016-05-22,4.987,14.9974,23.9512,18.9289,14.6607,18.5774
2016-05-23,10.4758,15.5194,22.3235,18.514,14.9935,18.5194
2016-05-24,11.614,15.0435,22.5547,18.1833,14.4338,18.7709
2016-05-25,3.3068,14.0384,23.5494,18.256,13.9936,18.7058
2016-05-26,0.9044,13.7218,24.2559,18.5415,13.447,18.5021
2016-05-27,3.7204,14.3865,24.5084,18.8401,13.9091,18.5049
2016-05-28,3.6093,14.198,24.1063,18.6602,14.2531,18.7529
2016-05-29,3.1764,14.4612,23.1483,18.3151,13.831,18.7286
2016-05-30,1.5587,13.3626,24.296,18.2712,13.3216,18.5048
2016-05-31,3.0776,13.5391,23.9469,18.426,13.4916,18.6975
2016-06-01,3.7163,14.4029,24.0391,18.615,14.2223,18.8048
2016-06-02,3.7078,14.3916,23.9302,18.6699,14.0015,18.476
2016-06-03,2.8835,14.1476,24.3927,18.7467,14.0658,18.5298
2016-06-04,2.0637,14.016,24.7576,18.8823,13.8784,18.4595
2016-06-05,2.8312,14.2186,24.9062,19.0544,14.0167,18.564
2016-06-06,4.8142,14.7065,24.6494,19.1555,14.3282,18.5448
2016-06-07,3.3698,14.8055,24.8602,19.0934,14.316,18.2245
2016-06-08,6.1105,14.7659,23.5293,18.5905,13.9584,18.1612
2016-06-09,5.8936,14.1776,21.9145,17.6373,13.2192,18.0276
2016-06-10,4.7227,13.747,22.461,17.7339,13.5435,17.8991
2016-06-11,5.1685,14.3751,22.4554,17.8781,13.9624,18.0828
2016-06-12,3.579,13.6523,21.4578,17.2609,13.1385,18.2839
2016-06-13,0.8138,12.0766,22.0527,16.8903,12.1995,18.7441
2016-06-14,0.4337,12.1577,23.7074,17.4868,12.6201,18.7151
2016-06-15,0.8172,12.4495,24.1845,17.9365,12.8466,18.783
2016-06-16,1.9977,12.8424,24.2761,18.0005,12.6854,18.6983
2016-06-17,2.9917,13.0086,23.7801,18.1632,13.0535,18.5361
2016-06-18,2.7635,13.0155,23.4019,17.898,12.6866,18.2844
2016-06-19,3.6896,13.3421,22.872,17.7865,13.1229,18.1937
2016-06-20,4.616,13.2838,22.4369,17.4198,12.8812,18.0907
2016-06-21,2.5867,13.1583,23.3041,17.8004,12.66,17.8796
2016-06-22,3.6678,12.9141,22.6172,17.5304,12.1679,17.8888
2016-06-23,2.6762,12.5738,23.1535,17.6134,12.1208,17.7203
2016-06-24,2.0893,13.1163,23.7156,18.0464,12.6342,17.8204
2016-06-25,2.7464,13.6513,23.7703,18.1,13.0424,17.8453
2016-06-26,6.4685,13.8682,22.0741,17.7237,13.6841,17.4825
2016-06-27,9.6532,14.2318,21.5136,17.431,13.9127,17.5489
2016-06-28,8.7528,14.8766,21.135,17.4177,14.3638,17.4382
2016-06-29,1.2083,13.056,22.9849,17.4683,13.6221,17.2789
2016-06-30,0.6566,12.2871,23.5338,17.6345,12.8022,17.4007
2016-07-01,1.3728,12.8703,23.9434,18.1169,12.9132,17.3921
2016-07-02,1.5461,13.1554,23.809,18.1165,13.1381,17.6566
2016-07-03,1.2901,12.4958,23.4653,17.7673,12.9006,17.734
2016-07-04,1.3153,13.1353,24.1684,18.1089,13.189,17.9111
2016-07-05,1.697,13.4321,24.2108,18.4848,13.5783,17.7568
2016-07-06,3.8105,14.2324,23.0467,18.1219,13.5975,17.6819
2016-07-07,6.4795,14.6428,21.0656,17.501,14.2742,17.743
2016-07-08,3.0672,13.6793,22.2796,17.501,14.1254,17.7887
2016-07-09,2.1576,13.1716,23.5102,17.8967,13.9596,17.7569
2016-07-10,1.8008,13.0599,23.9644,18.0483,13.6091,17.8615
2016-07-11,2.0213,13.4181,24.4908,18.4841,13.8032,18.0215
2016-07-12,1.3872,13.3036,24.6739,18.5573,13.3913,18.0483
2016-07-13,2.2738,14.1409,23.7795,18.5276,13.815,18.055
2016-07-14,2.3,14.5555,24.0901,18.6435,14.163,17.9789
2016-07-15,0.9121,13.636,24.7035,18.7608,13.9278,17.7848
2016-07-16,1.2313,13.5338,24.7929,18.6961,13.2987,17.6258
2016-07-17,4.6994,14.1324,23.0136,18.1612,13.6717,17.4976
2016-07-18,3.3308,13.4084,22.6325,17.5651,12.879,17.5943
2016-07-19,1.7786,13.7726,23.4845,18.0065,12.996,17.7151
2016-07-20,1.1565,13.3177,23.4463,17.9047,12.2677,17.9707
2016-07-21,1.0973,12.7692,24.1236,18.1179,12.1441,18.1512
2016-07-22,1.501,13.0772,23.999,18.2628,12.3933,18.2584
2016-07-23,1.1191,12.8954,24.7493,18.3088,12.5163,18.3358
2016-07-24,1.8466,13.0685,24.7425,18.4734,12.7198,18.3091
2016-07-25,1.6111,13.3414,24.6546,18.6363,12.9453,18.145
2016-07-26,1.8434,14.0519,24.5427,18.8556,12.8184,17.9452
2016-07-27,3.3566,14.1518,24.7008,18.7418,13.2383,17.7608
2016-07-28,3.3009,13.2244,23.4393,18.1986,12.637,17.7894
2016-07-29,2.9462,13.825,23.1566,18.2645,12.9645,17.7036
2016-07-30,1.2699,13.321,23.3818,18.0709,12.3259,17.8462
2016-07-31,1.1392,13.141,24.6344,18.2837,12.0886,17.9992
2016-08-01,0.6267,13.0792,24.8869,18.7401,12.2363,17.9425
2016-08-02,2.0904,13.7759,24.2171,18.6761,12.6264,18.0025
2016-08-03,3.6254,12.8705,24.0921,18.0887,12.2347,17.9069
2016-08-04,0.837,13.628,25.0785,18.6971,12.56,17.7732
2016-08-05,0.329,13.7681,25.8611,19.2575,12.7616,17.8937
2016-08-06,0.8083,14.7262,25.3159,19.4649,13.5651,17.867
2016-08-07,3.2134,15.1185,24.5514,19.3664,14.0427,17.74
2016-08-08,2.1799,14.676,25.1691,19.0938,14.089,17.7015
2016-08-09,3.529,15.0557,24.2245,19.0548,13.9913,17.8528
2016-08-10,9.9953,14.9131,22.2755,18.0977,13.7607,17.9437
2016-08-11,6.5901,13.7923,22.069,17.2056,12.9693,17.9983
2016-08-12,1.1885,12.8561,24.1465,17.8211,13.0068,18.0386
2016-08-13,0.944,13.0794,25.121,18.685,13.4208,18.0415
2016-08-14,0.7289,12.8316,25.4517,19.0247,12.9503,17.986
2016-08-15,1.0861,14.0056,26.0636,19.5457,13.0854,17.912
2016-08-16,2.5003,14.469,25.4546,19.5208,13.2738,17.8623
2016-08-17,2.5839,14.2858,25.2869,19.408,13.7493,17.9523
2016-08-18,2.6799,14.8875,25.1108,19.2993,14.2258,17.9233
2016-08-19,2.9478,15.0343,24.7222,19.0815,13.9069,17.8051
2016-08-20,2.0268,14.4588,25.1759,18.8859,13.5266,17.6274
2016-08-21,5.5009,14.0135,23.0014,18.1767,13.2891,17.6051
2016-08-22,7.4572,14.1341,21.7599,17.2778,12.8971,17.6539
2016-08-23,0.9976,12.4589,23.9449,17.6999,12.4698,17.691
2016-08-24,0.8417,13.2844,25.1911,18.7017,13.415,17.8631
2016-08-25,0.9865,13.9987,25.5153,19.2675,13.966,17.8302
2016-08-26,2.4249,14.1969,24.4457,18.9147,13.8222,17.797
2016-08-27,1.1207,13.9979,25.3958,19.0005,13.8922,17.7219
2016-08-28,1.9991,14.2809,25.1748,19.2358,13.9625,17.7362
2016-08-29,1.109,13.5352,25.9106,19.1189,12.8441,17.6851
2016-08-30,6.1442,13.5059,24.0698,18.3092,12.4879,17.6236
2016-08-31,8.6861,13.4098,22.9192,17.5481,12.1681,17.4826
2016-09-01,6.4099,13.5398,23.1737,17.7955,12.6019,17.5829
2016-09-02,3.264,13.5634,24.271,18.387,13.2017,17.6442
2016-09-03,3.4003,13.6772,24.6526,18.5387,13.0621,17.4588
2016-09-04,7.5272,13.7723,22.8791,17.8073,13.0815,17.396
2016-09-05,5.3219,13.0427,21.7046,16.9535,11.5766,17.4403
2016-09-06,1.7836,12.7789,22.5907,17.239,11.6309,17.5531
2016-09-07,0.8113,13.5502,24.3289,18.3777,12.5407,17.5015
2016-09-08,1.053,13.8092,25.626,19.0889,12.883,17.5902
2016-09-09,2.7931,13.8433,25.3539,19.3474,13.2179,17.6777
2016-09-10,2.479,14.212,25.8954,19.5603,13.42,17.7772
2016-09-11,1.6107,14.1366,26.0336,19.6053,13.1207,17.7034
2016-09-12,0.4956,14.3943,26.6334,19.8273,12.8871,17.7056
2016-09-13,0.3238,14.8681,27.2993,20.417,13.4159,17.8175
2016-09-14,4.0034,14.904,26.4766,20.1369,13.7946,17.768
2016-09-15,8.4196,14.748,24.5514,18.8148,14.0242,17.7149
2016-09-16,3.4175,14.1352,24.7843,18.9057,14.1286,17.5891
2016-09-17,3.2674,13.9779,25.1204,19.2891,14.26,17.7252
2016-09-18,3.4228,14.9777,24.6246,19.309,14.2172,17.7503
2016-09-19,10.141,15.0637,22.2919,18.286,14.2848,17.7569
2016-09-20,5.661,14.7641,22.9102,18.2049,14.2596,17.7133
2016-09-21,2.1257,13.8745,24.9149,18.7115,13.6926,17.6696
2016-09-22,3.1527,14.354,25.0243,19.2791,14.252,17.8851
2016-09-23,5.3617,15.133,23.7222,18.9057,14.7356,18.0627
2016-09-24,5.1819,14.7615,23.458,18.3755,14.7632,17.9663
2016-09-25,7.7827,14.5297,22.5781,18.1954,14.6797,17.8967
2016-09-26,3.4082,14.7352,24.7988,18.8896,14.8469,17.8869
2016-09-27,5.6386,15.1779,24.7739,19.3603,15.2822,17.9688
2016-09-28,5.8842,14.974,24.1497,18.9392,15.1214,18.0181
2016-09-29,2.0774,14.6804,25.9866,19.569,14.9611,18.0255
2016-09-30,2.4444,15.1398,26.681,20.2313,15.154,17.9651
2016-10-01,6.6642,15.9914,24.5782,19.7019,15.5837,18.1162
2016-10-02,16.5349,15.4432,22.4466,18.4159,15.371,18.2366
2016-10-03,5.8694,15.3519,23.3354,18.6207,15.2358,18.1886
2016-10-04,4.7644,14.938,23.9596,18.8441,15.0992,17.9777
2016-10-05,3.0005,15.0225,25.4574,19.5042,14.7729,17.9473
2016-10-06,3.7062,15.2779,25.4261,19.7285,14.733,18.1166
2016-10-07,7.9395,14.8784,24.2898,19.0324,14.1809,18.0875
2016-10-08,5.3848,14.3347,24.2658,18.8082,14.0458,18.1881
2016-10-09,9.1661,15.0792,23.952,18.8006,15.0167,18.4308
2016-10-10,9.868,15.5608,22.533,18.4047,15.3117,18.5099
2016-10-11,7.2075,15.8163,23.2915,18.7867,15.5996,18.5872
2016-10-12,4.6287,15.0295,24.6069,19.1931,15.0732,18.5691
2016-10-13,5.2188,15.0463,24.8548,19.378,14.8776,18.6189
2016-10-14,7.2984,15.6405,24.733,19.4285,15.4312,18.6346
2016-10-15,4.4219,15.1283,25.7546,19.6447,15.2939,18.5953
2016-10-16,3.5189,15.5142,25.6362,19.9767,15.2982,18.3284
2016-10-17,4.9056,15.677,25.8741,19.9799,15.5308,18.045
2016-10-18,3.8014,15.2256,25.7713,19.6836,15.1823,17.9615
2016-10-19,2.7517,14.978,26.2242,19.8131,14.8187,17.7364
2016-10-20,4.1902,15.6812,25.7854,19.9232,15.2539,17.7165
2016-10-21,5.4561,15.5076,24.5069,19.4172,15.2267,17.8808
2016-10-22,5.6181,15.2321,24.2132,19.116,15.0446,17.9353
2016-10-23,3.3715,15.2117,25.1503,19.435,14.7465,17.9791
2016-10-24,4.3316,15.6369,25.0146,19.6698,15.5328,17.988
2016-10-25,5.2338,15.1106,25.4354,19.4451,14.8197,18.0853
2016-10-26,5.1123,15.1546,25.7738,19.7775,14.6279,18.2305
2016-10-27,15.4197,15.0294,22.9581,18.7086,14.5715,18.3825
2016-10-28,9.6985,14.8241,22.5974,17.9192,13.9681,18.4376
2016-10-29,1.8026,14.435,24.4303,18.5775,13.4869,18.2928
2016-10-30,1.4547,14.035,25.6339,19.5041,14.2815,18.336
2016-10-31,1.4772,14.1347,26.2782,19.8923,14.3534,18.5343
2016-11-01,1.5738,15.0904,26.4805,20.2358,14.7079,18.598
2016-11-02,5.2608,14.8697,25.902,19.97,14.7247,18.4257
2016-11-03,11.6473,15.012,23.3989,18.9113,14.9792,18.2407
2016-11-04,13.7245,14.9368,22.1068,18.1872,14.5591,18.3721
2016-11-05,3.2766,15.0165,24.4173,18.9239,14.4441,18.5756
2016-11-06,2.2854,14.7861,25.0728,19.4611,14.8433,18.7809
2016-11-07,2.3312,15.2414,26.4461,20.1205,15.4872,19.1586
2016-11-08,4.3121,15.7392,26.3766,20.0258,15.9134,19.1547
2016-11-09,6.0734,15.7568,25.1796,19.7935,15.862,19.2076
2016-11-10,7.9732,15.8226,25.0871,19.7722,15.8006,19.352
2016-11-11,5.3899,15.248,25.6144,19.8679,15.206,19.4113
2016-11-12,3.5504,15.3446,26.746,20.4286,14.7285,19.6956
2016-11-13,6.2321,15.1416,26.1775,20.1139,14.6916,19.834
2016-11-14,3.0442,14.7796,26.312,19.9148,14.535,19.8274
2016-11-15,2.2362,14.6007,26.2965,20.1053,14.2531,19.6597
2016-11-16,2.8758,15.4306,26.9051,20.6196,14.5266,19.5961
2016-11-17,4.2963,15.3342,25.5445,20.0889,14.6224,19.3342
2016-11-18,10.7646,15.5397,23.0673,18.8724,14.7453,19.1414
2016-11-19,2.7039,14.8594,24.6259,18.9977,13.9365,19.0446
2016-11-20,0.6491,13.6895,25.5483,19.349,12.6476,18.9587
2016-11-21,1.1707,14.0929,26.3164,19.8133,13.3892,19.0693
2016-11-22,4.2794,14.975,25.8997,19.8277,14.5435,19.0498
2016-11-23,4.6768,15.4643,25.0043,19.6517,14.973,18.5154
2016-11-24,3.5533,15.0135,26.1375,19.9297,14.9444,18.4271
2016-11-25,9.8812,15.5049,24.3958,19.7234,14.9577,18.5901
2016-11-26,6.6328,15.2536,24.4541,19.1795,14.7089,18.5642
2016-11-27,6.9206,15.3291,24.825,19.2214,15.0748,18.4566
2016-11-28,5.2296,15.5047,25.0377,19.5262,15.0221,18.4969
2016-11-29,7.4953,15.3269,24.6078,19.3652,15.4126,18.724
2016-11-30,11.838,16.2059,23.2375,19.2719,15.8346,18.8518
2016-12-01,7.5471,15.7485,24.081,19.1418,15.7161,19.0328
2016-12-02,6.0846,15.4562,24.3745,19.236,15.8094,19.1093
2016-12-03,6.3697,15.8156,24.4872,19.516,15.8926,19.151
2016-12-04,4.0659,15.6045,25.4857,19.6671,15.6457,19.0727
2016-12-05,5.6545,15.7798,25.4799,20.008,15.8216,18.8474
2016-12-06,10.8437,16.071,23.3784,19.3259,15.893,18.7612
2016-12-07,9.4523,15.7216,23.3,18.8003,15.8321,18.6738
2016-12-08,7.7066,15.5467,23.3653,18.6671,15.8303,18.9133
2016-12-09,4.8316,15.4617,24.946,19.1193,15.4846,18.999
2016-12-10,10.1493,15.7563,23.6908,19.0223,15.3959,18.9499
2016-12-11,5.7696,15.3433,24.2611,18.8797,15.096,18.6224
2016-12-12,9.5322,15.3926,23.9931,19.0077,15.4864,18.613
2016-12-13,3.52,15.1298,25.2733,19.4956,14.9409,18.9343
2016-12-14,6.9824,15.5524,25.1938,19.954,15.773,19.0964
2016-12-15,17.6354,16.3764,21.8109,18.5734,16.2619,19.1863
2016-12-16,6.7318,15.5043,23.4086,18.8439,15.6945,19.2622
2016-12-17,3.5056,15.6915,25.0218,19.7198,15.956,19.4855
2016-12-18,4.1597,16.5716,25.4146,20.2289,16.4645,19.5422
2016-12-19,7.6526,16.7104,24.4128,19.9201,16.6612,19.703
2016-12-20,5.7095,15.8851,25.6377,20.1308,16.0109,19.8393
2016-12-21,6.3889,16.3003,25.3621,20.0499,16.0283,19.8139
2016-12-22,9.3423,15.9967,23.4373,19.2814,16.2192,19.893
2016-12-23,7.5238,15.9626,24.1148,19.2087,16.2356,20.0337
2016-12-24,7.4807,16.1124,24.4811,19.5582,16.3449,20.1703
2016-12-25,3.8728,16.0832,25.3305,20.0009,16.4474,20.3353
2016-12-26,6.5958,16.4827,24.6501,19.8978,16.5485,20.5171
2016-12-27,8.5178,15.7846,24.4429,19.638,16.3814,20.3084
2016-12-28,22.7266,15.9876,22.6133,18.9412,16.5593,20.1274
2016-12-29,18.3441,16.1298,22.6702,18.6541,16.4206,20.0129
2016-12-30,9.0592,16.1443,23.822,19.2005,16.5854,20.1278
2016-12-31,9.51,16.2375,24.0498,19.3979,16.6894,20.3417
2017-01-01,16.4322,16.009,22.1516,18.7049,16.5319,20.1872
2017-01-02,11.169,15.9145,23.5739,19.0786,16.5706,20.0274
2017-01-03,7.955,15.9731,24.5484,19.4278,16.5762,19.9777
2017-01-04,11.1675,16.3798,23.47,19.4304,16.8031,19.9115
2017-01-05,19.4112,15.9987,22.034,18.5875,16.6826,20.1777
2017-01-06,18.3728,16.18,21.8041,18.3202,16.4822,20.6534
2017-01-07,10.2375,15.8617,23.0146,18.6817,16.404,20.8272
2017-01-08,8.516,16.0298,23.9042,19.1612,16.5163,20.8454
2017-01-09,12.0128,15.7595,22.7314,18.7325,16.2118,21.0407
2017-01-10,15.9243,16.1537,22.0469,18.5307,16.492,20.8841
2017-01-11,11.1426,15.5862,23.5655,18.8055,16.3943,20.9596
2017-01-12,12.9278,16.294,23.2236,19.1721,17.0611,20.89
2017-01-13,10.9993,16.3027,23.254,19.0329,16.7631,21.0621
2017-01-14,11.5428,16.2518,23.7331,19.2301,16.9402,21.0526
2017-01-15,13.571,16.5156,22.9759,19.0194,16.8688,21.259
2017-01-16,8.8203,16.0088,24.132,19.2006,16.509,21.3507
2017-01-17,5.4096,15.8101,24.7818,19.7936,16.3794,21.5261
2017-01-18,4.836,16.3434,25.5803,20.3493,16.8072,21.6198
2017-01-19,5.6128,16.405,25.3328,20.3057,16.8229,21.2917
2017-01-20,12.0368,16.3855,23.9892,19.4711,16.5549,21.4704
2017-01-21,14.9289,15.6109,21.8076,18.3478,15.8411,21.7947
2017-01-22,8.5596,15.815,24.1121,19.1298,16.2164,22.1477
2017-01-23,6.564,16.3865,25.2056,19.9563,16.9219,22.8372
2017-01-24,13.0204,16.84,23.5912,19.601,16.9865,22.4909
2017-01-25,15.7525,16.4079,22.8733,18.9188,16.9499,22.7045
2017-01-26,13.9682,16.0142,22.6985,18.8205,16.8358,22.9914
2017-01-27,15.9921,16.1365,22.6764,18.9104,16.8443,23.0839
2017-01-28,9.3358,16.3541,23.8472,19.2908,16.5742,22.685
2017-01-29,8.0965,15.8692,23.4494,19.2785,16.0991,22.7921
2017-01-30,5.7439,15.9923,24.5548,19.5516,16.4423,22.9025
2017-01-31,6.7191,16.1146,24.9306,19.957,16.9615,23.0837
2017-02-01,7.4044,15.9739,25.2811,19.9799,16.7915,23.0972
2017-02-02,10.6747,16.4853,24.1934,19.85,17.0226,23.3908
2017-02-03,10.2807,16.1899,24.5784,19.8085,17.0357,23.5619
2017-02-04,8.2965,16.2529,24.2108,19.623,16.8318,23.6673
2017-02-05,8.3058,16.6924,24.591,19.8123,17.1861,22.8957
2017-02-06,7.2664,16.4096,24.3289,19.7898,17.0363,22.8401
2017-02-07,8.964,16.6516,23.9151,19.6795,17.1711,22.577
2017-02-08,7.73,16.5244,25.041,20.0058,17.0648,22.3967
2017-02-09,7.7595,16.6774,24.8698,20.066,17.122,22.7278
2017-02-10,9.1794,17.031,24.4957,20.1192,17.2938,22.4981
2017-02-11,8.154,17.1165,24.6808,20.1096,16.941,22.715
2017-02-12,7.4226,16.7548,25.017,20.2823,16.9992,22.3339
2017-02-13,14.4471,16.8132,24.4924,19.9273,17.1262,22.3088
2017-02-14,13.2468,15.9879,22.9797,19.0758,16.4481,22.417
2017-02-15,7.6034,16.1275,23.7475,19.2939,16.4692,22.9269
2017-02-16,6.3344,16.2972,24.7013,19.6052,16.6079,23.0123
2017-02-17,11.5652,16.3797,23.1574,19.0546,16.8076,22.9981
2017-02-18,8.6024,15.962,23.2066,18.8539,16.3403,22.9902
2017-02-19,5.9169,16.0196,24.1928,19.3464,16.4878,22.7831
2017-02-20,9.9161,16.1924,24.3729,19.5025,16.8827,22.257
2017-02-21,15.7345,16.3921,23.9576,19.5708,17.1484,22.2616
2017-02-22,11.9684,16.0319,23.7032,19.0265,16.6161,22.6093
2017-02-23,8.5174,16.1523,22.6534,18.7648,16.5108,22.6583
2017-02-24,11.8635,16.55,23.3864,19.2472,16.9727,22.9905
2017-02-25,15.1022,16.4614,21.9201,18.7451,16.8984,23.3102
2017-02-26,18.2189,15.9066,21.8655,18.3578,16.7019,23.7943
2017-02-27,9.7681,16.0283,23.354,18.8142,16.6094,24.2664
2017-02-28,5.0846,16.1294,24.9893,19.7285,16.5809,24.4103
2017-03-01,8.7478,16.5095,24.6201,19.917,16.7738,24.0905
2017-03-02,11.1361,16.4141,23.8499,19.582,16.698,23.9942
2017-03-03,14.5421,16.2585,23.3029,19.2162,17.0393,23.8415
2017-03-04,15.2704,16.2955,22.7155,18.9337,17.0145,23.4493
2017-03-05,9.253,16.0842,24.0812,19.3361,16.8312,23.3403
2017-03-06,9.6016,16.5008,23.764,19.4702,16.9358,23.3142
2017-03-07,11.4413,16.3307,23.7826,19.299,16.9149,23.2101
2017-03-08,14.6098,16.7556,22.907,19.1283,17.0295,23.3418
2017-03-09,11.253,16.6647,23.618,19.4275,17.1006,23.6009
2017-03-10,8.9617,16.7348,23.5949,19.432,17.1349,23.8842
2017-03-11,11.7078,16.525,23.2597,19.3638,17.1644,23.9843
2017-03-12,6.0412,16.0254,24.8611,19.7275,16.756,23.9806
2017-03-13,11.6871,16.3047,24.1645,19.68,16.9777,23.9189
2017-03-14,19.3026,16.6362,22.3699,18.95,17.0495,23.9315
2017-03-15,9.485,16.4058,23.9388,19.2342,17.1803,24.1337
2017-03-16,7.635,16.5405,24.9083,19.9296,16.8289,24.1145
2017-03-17,13.7738,16.1909,23.8265,19.5698,16.861,24.0286
2017-03-18,14.4481,15.8849,22.6889,18.6416,16.2799,23.9641
2017-03-19,8.0977,15.7534,24.1075,19.2087,16.173,23.9898
2017-03-20,5.0424,16.17,24.6207,19.7054,16.3523,23.7684
2017-03-21,6.9943,16.3473,24.9731,19.8245,16.6279,23.2698
2017-03-22,12.0406,16.3333,23.1309,19.2171,16.6348,23.1687
2017-03-23,9.6205,16.4301,23.913,19.408,16.9144,23.0601
2017-03-24,13.1808,16.3756,23.7664,19.3154,17.1217,22.9579
2017-03-25,9.822,16.5008,24.0721,19.4329,17.0635,22.8062
2017-03-26,10.7242,16.5033,23.1334,19.3226,16.8126,22.824
2017-03-27,10.593,16.6436,23.2473,19.2191,17.0245,22.6995
2017-03-28,7.0244,16.5152,24.6458,19.6354,17.0312,22.6688
2017-03-29,10.892,16.5638,23.7556,19.4732,17.078,22.6069
2017-03-30,13.3587,16.4893,23.2529,19.1578,17.0748,22.7197
2017-03-31,10.0455,16.4004,23.8106,19.2354,17.0153,22.5977
2017-04-01,10.5042,16.423,23.7866,19.3079,16.9501,22.0439
2017-04-02,5.3949,15.5278,23.8157,19.0815,16.4664,21.4794
2017-04-03,4.7788,15.5615,24.71,19.3989,16.4131,21.0669
2017-04-04,6.8398,16.0789,24.6959,19.7427,16.547,20.8177
2017-04-05,7.3299,16.3451,24.7394,19.8947,16.5428,20.4271
2017-04-06,8.1667,16.3008,23.7715,19.484,16.7817,20.2067
2017-04-07,7.6984,15.8842,24.0764,19.4659,16.6044,20.4158
2017-04-08,5.3865,16.1571,25.1502,19.7895,16.4711,20.6346
2017-04-09,8.8991,15.7401,24.2667,19.4163,16.575,20.5514
2017-04-10,8.562,15.8914,24.5318,19.4494,16.7153,20.6831
2017-04-11,15.5453,16.0731,23.0946,19.0597,16.8163,20.7021
2017-04-12,15.2637,15.9832,22.6614,18.67,16.5323,20.7401
2017-04-13,8.7095,16.0543,23.5691,19.0619,16.2224,20.6179
2017-04-14,4.4998,14.9786,24.7894,19.2361,15.8381,20.2792
2017-04-15,7.4332,15.5362,23.8919,19.2402,16.204,20.0238
2017-04-16,3.1986,14.9447,24.9033,19.2742,15.9378,19.9983
2017-04-17,6.118,15.7829,24.0912,19.3441,16.3537,20.1286
2017-04-18,7.5983,16.076,23.7173,19.1723,16.5629,20.2657
2017-04-19,6.3198,15.7438,24.2245,19.2632,16.3244,20.4293
2017-04-20,5.2324,15.3362,24.4849,19.1154,15.7812,20.6765
2017-04-21,5.3988,15.2387,25.2692,19.6107,16.087,20.7143
2017-04-22,6.2401,15.6391,24.7481,19.4633,16.273,20.7664
2017-04-23,9.7743,15.9268,23.582,19.1238,16.5863,20.5497
2017-04-24,5.0905,15.5475,24.7378,19.5002,16.461,20.2216
2017-04-25,4.7572,15.8631,25.2768,19.8283,16.2917,20.0544
2017-04-26,10.1168,15.6388,23.2752,19.0588,16.1992,20.0288
2017-04-27,9.7814,15.5126,22.9882,18.5691,16.0763,20.2593
2017-04-28,9.4689,14.9096,22.3794,18.1249,15.2173,20.2978
2017-04-29,7.7404,14.9374,22.1135,17.8653,14.9752,20.2598
2017-04-30,3.9497,14.6878,23.5407,18.5533,15.0848,20.4156
2017-05-01,3.9186,14.9876,24.4417,19.189,15.5024,20.4045
2017-05-02,3.5044,14.6695,24.5782,19.1883,15.4542,20.3047
2017-05-03,5.1108,15.1857,23.9936,19.2559,15.6628,19.977
2017-05-04,6.3339,15.3375,24.0812,19.0622,15.8542,19.9962
2017-05-05,5.5603,15.1962,24.006,19.0547,15.6788,19.8829
2017-05-06,11.847,15.3919,23.0358,18.8498,16.19,19.8286
2017-05-07,5.0565,15.7116,24.3669,19.3685,16.2342,20.0124
2017-05-08,3.719,14.9241,24.6298,19.3035,15.766,19.8984
2017-05-09,5.8005,15.5144,24.3118,19.3629,15.9466,20.0184
2017-05-10,9.6619,15.9502,23.7597,19.2874,16.6829,20.4611
2017-05-11,4.9437,15.7721,23.6361,19.0617,16.3169,20.7225
2017-05-12,1.5314,14.7823,25.547,19.4928,15.6547,20.8665
